,entry_date,exit_date,quarter_date
1206,2010-10-18,2010-10-19,2010-10-01
1207,2010-10-19,2010-10-20,2010-10-01
1208,2010-10-20,2010-10-21,2010-10-01
1209,2010-10-21,2010-10-22,2010-10-01
1210,2010-10-22,2010-10-25,2010-10-01
1211,2010-10-25,2010-10-26,2010-10-01
1212,2010-10-26,2010-10-27,2010-10-01
1213,2010-10-27,2010-10-28,2010-10-01
1214,2010-10-28,2010-10-29,2010-10-01
1215,2010-10-29,2010-11-01,2010-10-01
1216,2010-11-01,2010-11-02,2010-10-01
1217,2010-11-02,2010-11-03,2010-10-01
1218,2010-11-03,2010-11-04,2010-10-01
1219,2010-11-04,2010-11-05,2010-10-01
1220,2010-11-05,2010-11-08,2010-10-01
1221,2010-11-08,2010-11-09,2010-10-01
1222,2010-11-09,2010-11-10,2010-10-01
1223,2010-11-10,2010-11-11,2010-10-01
1224,2010-11-11,2010-11-12,2010-10-01
1225,2010-11-12,2010-11-15,2010-10-01
1226,2010-11-15,2010-11-16,2010-10-01
1227,2010-11-16,2010-11-17,2010-10-01
1228,2010-11-17,2010-11-18,2010-10-01
1229,2010-11-18,2010-11-19,2010-10-01
1230,2010-11-19,2010-11-22,2010-10-01
1231,2010-11-22,2010-11-23,2010-10-01
1232,2010-11-23,2010-11-24,2010-10-01
1233,2010-11-24,2010-11-26,2010-10-01
1234,2010-11-26,2010-11-29,2010-10-01
1235,2010-11-29,2010-11-30,2010-10-01
1236,2010-11-30,2010-12-01,2010-10-01
1237,2010-12-01,2010-12-02,2010-10-01
1238,2010-12-02,2010-12-03,2010-10-01
1239,2010-12-03,2010-12-06,2010-10-01
1240,2010-12-06,2010-12-07,2010-10-01
1241,2010-12-07,2010-12-08,2010-10-01
1242,2010-12-08,2010-12-09,2010-10-01
1243,2010-12-09,2010-12-10,2010-10-01
1244,2010-12-10,2010-12-13,2010-10-01
1245,2010-12-13,2010-12-14,2010-10-01
1246,2010-12-14,2010-12-15,2010-10-01
1247,2010-12-15,2010-12-16,2010-10-01
1248,2010-12-16,2010-12-17,2010-10-01
1249,2010-12-17,2010-12-20,2010-10-01
1250,2010-12-20,2010-12-21,2010-10-01
1251,2010-12-21,2010-12-22,2010-10-01
1252,2010-12-22,2010-12-23,2010-10-01
1253,2010-12-23,2010-12-27,2010-10-01
1254,2010-12-27,2010-12-28,2010-10-01
1255,2010-12-28,2010-12-29,2010-10-01
1256,2010-12-29,2010-12-30,2010-10-01
1257,2010-12-30,2010-12-31,2010-10-01
1258,2010-12-31,2011-01-03,2010-10-01
1259,2011-01-03,2011-01-04,2011-01-01
1260,2011-01-04,2011-01-05,2011-01-01
1261,2011-01-05,2011-01-06,2011-01-01
1262,2011-01-06,2011-01-07,2011-01-01
1263,2011-01-07,2011-01-10,2011-01-01
1264,2011-01-10,2011-01-11,2011-01-01
1265,2011-01-11,2011-01-12,2011-01-01
1266,2011-01-12,2011-01-13,2011-01-01
1267,2011-01-13,2011-01-14,2011-01-01
1268,2011-01-14,2011-01-18,2011-01-01
1269,2011-01-18,2011-01-19,2011-01-01
1270,2011-01-19,2011-01-20,2011-01-01
1271,2011-01-20,2011-01-21,2011-01-01
1272,2011-01-21,2011-01-24,2011-01-01
1273,2011-01-24,2011-01-25,2011-01-01
1274,2011-01-25,2011-01-26,2011-01-01
1275,2011-01-26,2011-01-27,2011-01-01
1276,2011-01-27,2011-01-28,2011-01-01
1277,2011-01-28,2011-01-31,2011-01-01
1278,2011-01-31,2011-02-01,2011-01-01
1279,2011-02-01,2011-02-02,2011-01-01
1280,2011-02-02,2011-02-03,2011-01-01
1281,2011-02-03,2011-02-04,2011-01-01
1282,2011-02-04,2011-02-07,2011-01-01
1283,2011-02-07,2011-02-08,2011-01-01
1284,2011-02-08,2011-02-09,2011-01-01
1285,2011-02-09,2011-02-10,2011-01-01
1286,2011-02-10,2011-02-11,2011-01-01
1287,2011-02-11,2011-02-14,2011-01-01
1288,2011-02-14,2011-02-15,2011-01-01
1289,2011-02-15,2011-02-16,2011-01-01
1290,2011-02-16,2011-02-17,2011-01-01
1291,2011-02-17,2011-02-18,2011-01-01
1292,2011-02-18,2011-02-22,2011-01-01
1293,2011-02-22,2011-02-23,2011-01-01
1294,2011-02-23,2011-02-24,2011-01-01
1295,2011-02-24,2011-02-25,2011-01-01
1296,2011-02-25,2011-02-28,2011-01-01
1297,2011-02-28,2011-03-01,2011-01-01
1298,2011-03-01,2011-03-02,2011-01-01
1299,2011-03-02,2011-03-03,2011-01-01
1300,2011-03-03,2011-03-04,2011-01-01
1301,2011-03-04,2011-03-07,2011-01-01
1302,2011-03-07,2011-03-08,2011-01-01
1303,2011-03-08,2011-03-09,2011-01-01
1304,2011-03-09,2011-03-10,2011-01-01
1305,2011-03-10,2011-03-11,2011-01-01
1306,2011-03-11,2011-03-14,2011-01-01
1307,2011-03-14,2011-03-15,2011-01-01
1308,2011-03-15,2011-03-16,2011-01-01
1309,2011-03-16,2011-03-17,2011-01-01
1310,2011-03-17,2011-03-18,2011-01-01
1311,2011-03-18,2011-03-21,2011-01-01
1312,2011-03-21,2011-03-22,2011-01-01
1313,2011-03-22,2011-03-23,2011-01-01
1314,2011-03-23,2011-03-24,2011-01-01
1315,2011-03-24,2011-03-25,2011-01-01
1316,2011-03-25,2011-03-28,2011-01-01
1317,2011-03-28,2011-03-29,2011-01-01
1318,2011-03-29,2011-03-30,2011-01-01
1319,2011-03-30,2011-03-31,2011-01-01
1320,2011-03-31,2011-04-01,2011-01-01
1321,2011-04-01,2011-04-04,2011-04-01
1322,2011-04-04,2011-04-05,2011-04-01
1323,2011-04-05,2011-04-06,2011-04-01
1324,2011-04-06,2011-04-07,2011-04-01
1325,2011-04-07,2011-04-08,2011-04-01
1326,2011-04-08,2011-04-11,2011-04-01
1327,2011-04-11,2011-04-12,2011-04-01
1328,2011-04-12,2011-04-13,2011-04-01
1329,2011-04-13,2011-04-14,2011-04-01
1330,2011-04-14,2011-04-15,2011-04-01
1331,2011-04-15,2011-04-18,2011-04-01
1332,2011-04-18,2011-04-19,2011-04-01
1333,2011-04-19,2011-04-20,2011-04-01
1334,2011-04-20,2011-04-21,2011-04-01
1335,2011-04-21,2011-04-25,2011-04-01
1336,2011-04-25,2011-04-26,2011-04-01
1337,2011-04-26,2011-04-27,2011-04-01
1338,2011-04-27,2011-04-28,2011-04-01
1339,2011-04-28,2011-04-29,2011-04-01
1340,2011-04-29,2011-05-02,2011-04-01
1341,2011-05-02,2011-05-03,2011-04-01
1342,2011-05-03,2011-05-04,2011-04-01
1343,2011-05-04,2011-05-05,2011-04-01
1344,2011-05-05,2011-05-06,2011-04-01
1345,2011-05-06,2011-05-09,2011-04-01
1346,2011-05-09,2011-05-10,2011-04-01
1347,2011-05-10,2011-05-11,2011-04-01
1348,2011-05-11,2011-05-12,2011-04-01
1349,2011-05-12,2011-05-13,2011-04-01
1350,2011-05-13,2011-05-16,2011-04-01
1351,2011-05-16,2011-05-17,2011-04-01
1352,2011-05-17,2011-05-18,2011-04-01
1353,2011-05-18,2011-05-19,2011-04-01
1354,2011-05-19,2011-05-20,2011-04-01
1355,2011-05-20,2011-05-23,2011-04-01
1356,2011-05-23,2011-05-24,2011-04-01
1357,2011-05-24,2011-05-25,2011-04-01
1358,2011-05-25,2011-05-26,2011-04-01
1359,2011-05-26,2011-05-27,2011-04-01
1360,2011-05-27,2011-05-31,2011-04-01
1361,2011-05-31,2011-06-01,2011-04-01
1362,2011-06-01,2011-06-02,2011-04-01
1363,2011-06-02,2011-06-03,2011-04-01
1364,2011-06-03,2011-06-06,2011-04-01
1365,2011-06-06,2011-06-07,2011-04-01
1366,2011-06-07,2011-06-08,2011-04-01
1367,2011-06-08,2011-06-09,2011-04-01
1368,2011-06-09,2011-06-10,2011-04-01
1369,2011-06-10,2011-06-13,2011-04-01
1370,2011-06-13,2011-06-14,2011-04-01
1371,2011-06-14,2011-06-15,2011-04-01
1372,2011-06-15,2011-06-16,2011-04-01
1373,2011-06-16,2011-06-17,2011-04-01
1374,2011-06-17,2011-06-20,2011-04-01
1375,2011-06-20,2011-06-21,2011-04-01
1376,2011-06-21,2011-06-22,2011-04-01
1377,2011-06-22,2011-06-23,2011-04-01
1378,2011-06-23,2011-06-24,2011-04-01
1379,2011-06-24,2011-06-27,2011-04-01
1380,2011-06-27,2011-06-28,2011-04-01
1381,2011-06-28,2011-06-29,2011-04-01
1382,2011-06-29,2011-06-30,2011-04-01
1383,2011-06-30,2011-07-01,2011-04-01
1384,2011-07-01,2011-07-05,2011-07-01
1385,2011-07-05,2011-07-06,2011-07-01
1386,2011-07-06,2011-07-07,2011-07-01
1387,2011-07-07,2011-07-08,2011-07-01
1388,2011-07-08,2011-07-11,2011-07-01
1389,2011-07-11,2011-07-12,2011-07-01
1390,2011-07-12,2011-07-13,2011-07-01
1391,2011-07-13,2011-07-14,2011-07-01
1392,2011-07-14,2011-07-15,2011-07-01
1393,2011-07-15,2011-07-18,2011-07-01
1394,2011-07-18,2011-07-19,2011-07-01
1395,2011-07-19,2011-07-20,2011-07-01
1396,2011-07-20,2011-07-21,2011-07-01
1397,2011-07-21,2011-07-22,2011-07-01
1398,2011-07-22,2011-07-25,2011-07-01
1399,2011-07-25,2011-07-26,2011-07-01
1400,2011-07-26,2011-07-27,2011-07-01
1401,2011-07-27,2011-07-28,2011-07-01
1402,2011-07-28,2011-07-29,2011-07-01
1403,2011-07-29,2011-08-01,2011-07-01
1404,2011-08-01,2011-08-02,2011-07-01
1405,2011-08-02,2011-08-03,2011-07-01
1406,2011-08-03,2011-08-04,2011-07-01
1407,2011-08-04,2011-08-05,2011-07-01
1408,2011-08-05,2011-08-08,2011-07-01
1409,2011-08-08,2011-08-09,2011-07-01
1410,2011-08-09,2011-08-10,2011-07-01
1411,2011-08-10,2011-08-11,2011-07-01
1412,2011-08-11,2011-08-12,2011-07-01
1413,2011-08-12,2011-08-15,2011-07-01
1414,2011-08-15,2011-08-16,2011-07-01
1415,2011-08-16,2011-08-17,2011-07-01
1416,2011-08-17,2011-08-18,2011-07-01
1417,2011-08-18,2011-08-19,2011-07-01
1418,2011-08-19,2011-08-22,2011-07-01
1419,2011-08-22,2011-08-23,2011-07-01
1420,2011-08-23,2011-08-24,2011-07-01
1421,2011-08-24,2011-08-25,2011-07-01
1422,2011-08-25,2011-08-26,2011-07-01
1423,2011-08-26,2011-08-29,2011-07-01
1424,2011-08-29,2011-08-30,2011-07-01
1425,2011-08-30,2011-08-31,2011-07-01
1426,2011-08-31,2011-09-01,2011-07-01
1427,2011-09-01,2011-09-02,2011-07-01
1428,2011-09-02,2011-09-06,2011-07-01
1429,2011-09-06,2011-09-07,2011-07-01
1430,2011-09-07,2011-09-08,2011-07-01
1431,2011-09-08,2011-09-09,2011-07-01
1432,2011-09-09,2011-09-12,2011-07-01
1433,2011-09-12,2011-09-13,2011-07-01
1434,2011-09-13,2011-09-14,2011-07-01
1435,2011-09-14,2011-09-15,2011-07-01
1436,2011-09-15,2011-09-16,2011-07-01
1437,2011-09-16,2011-09-19,2011-07-01
1438,2011-09-19,2011-09-20,2011-07-01
1439,2011-09-20,2011-09-21,2011-07-01
1440,2011-09-21,2011-09-22,2011-07-01
1441,2011-09-22,2011-09-23,2011-07-01
1442,2011-09-23,2011-09-26,2011-07-01
1443,2011-09-26,2011-09-27,2011-07-01
1444,2011-09-27,2011-09-28,2011-07-01
1445,2011-09-28,2011-09-29,2011-07-01
1446,2011-09-29,2011-09-30,2011-07-01
1447,2011-09-30,2011-10-03,2011-07-01
1448,2011-10-03,2011-10-04,2011-10-01
1449,2011-10-04,2011-10-05,2011-10-01
1450,2011-10-05,2011-10-06,2011-10-01
1451,2011-10-06,2011-10-07,2011-10-01
1452,2011-10-07,2011-10-10,2011-10-01
1453,2011-10-10,2011-10-11,2011-10-01
1454,2011-10-11,2011-10-12,2011-10-01
1455,2011-10-12,2011-10-13,2011-10-01
1456,2011-10-13,2011-10-14,2011-10-01
1457,2011-10-14,2011-10-17,2011-10-01
1458,2011-10-17,2011-10-18,2011-10-01
1459,2011-10-18,2011-10-19,2011-10-01
1460,2011-10-19,2011-10-20,2011-10-01
1461,2011-10-20,2011-10-21,2011-10-01
1462,2011-10-21,2011-10-24,2011-10-01
1463,2011-10-24,2011-10-25,2011-10-01
1464,2011-10-25,2011-10-26,2011-10-01
1465,2011-10-26,2011-10-27,2011-10-01
1466,2011-10-27,2011-10-28,2011-10-01
1467,2011-10-28,2011-10-31,2011-10-01
1468,2011-10-31,2011-11-01,2011-10-01
1469,2011-11-01,2011-11-02,2011-10-01
1470,2011-11-02,2011-11-03,2011-10-01
1471,2011-11-03,2011-11-04,2011-10-01
1472,2011-11-04,2011-11-07,2011-10-01
1473,2011-11-07,2011-11-08,2011-10-01
1474,2011-11-08,2011-11-09,2011-10-01
1475,2011-11-09,2011-11-10,2011-10-01
1476,2011-11-10,2011-11-11,2011-10-01
1477,2011-11-11,2011-11-14,2011-10-01
1478,2011-11-14,2011-11-15,2011-10-01
1479,2011-11-15,2011-11-16,2011-10-01
1480,2011-11-16,2011-11-17,2011-10-01
1481,2011-11-17,2011-11-18,2011-10-01
1482,2011-11-18,2011-11-21,2011-10-01
1483,2011-11-21,2011-11-22,2011-10-01
1484,2011-11-22,2011-11-23,2011-10-01
1485,2011-11-23,2011-11-25,2011-10-01
1486,2011-11-25,2011-11-28,2011-10-01
1487,2011-11-28,2011-11-29,2011-10-01
1488,2011-11-29,2011-11-30,2011-10-01
1489,2011-11-30,2011-12-01,2011-10-01
1490,2011-12-01,2011-12-02,2011-10-01
1491,2011-12-02,2011-12-05,2011-10-01
1492,2011-12-05,2011-12-06,2011-10-01
1493,2011-12-06,2011-12-07,2011-10-01
1494,2011-12-07,2011-12-08,2011-10-01
1495,2011-12-08,2011-12-09,2011-10-01
1496,2011-12-09,2011-12-12,2011-10-01
1497,2011-12-12,2011-12-13,2011-10-01
1498,2011-12-13,2011-12-14,2011-10-01
1499,2011-12-14,2011-12-15,2011-10-01
1500,2011-12-15,2011-12-16,2011-10-01
1501,2011-12-16,2011-12-19,2011-10-01
1502,2011-12-19,2011-12-20,2011-10-01
1503,2011-12-20,2011-12-21,2011-10-01
1504,2011-12-21,2011-12-22,2011-10-01
1505,2011-12-22,2011-12-23,2011-10-01
1506,2011-12-23,2011-12-27,2011-10-01
1507,2011-12-27,2011-12-28,2011-10-01
1508,2011-12-28,2011-12-29,2011-10-01
1509,2011-12-29,2011-12-30,2011-10-01
1510,2011-12-30,2012-01-03,2011-10-01
1511,2012-01-03,2012-01-04,2012-01-01
1512,2012-01-04,2012-01-05,2012-01-01
1513,2012-01-05,2012-01-06,2012-01-01
1514,2012-01-06,2012-01-09,2012-01-01
1515,2012-01-09,2012-01-10,2012-01-01
1516,2012-01-10,2012-01-11,2012-01-01
1517,2012-01-11,2012-01-12,2012-01-01
1518,2012-01-12,2012-01-13,2012-01-01
1519,2012-01-13,2012-01-17,2012-01-01
1520,2012-01-17,2012-01-18,2012-01-01
1521,2012-01-18,2012-01-19,2012-01-01
1522,2012-01-19,2012-01-20,2012-01-01
1523,2012-01-20,2012-01-23,2012-01-01
1524,2012-01-23,2012-01-24,2012-01-01
1525,2012-01-24,2012-01-25,2012-01-01
1526,2012-01-25,2012-01-26,2012-01-01
1527,2012-01-26,2012-01-27,2012-01-01
1528,2012-01-27,2012-01-30,2012-01-01
1529,2012-01-30,2012-01-31,2012-01-01
1530,2012-01-31,2012-02-01,2012-01-01
1531,2012-02-01,2012-02-02,2012-01-01
1532,2012-02-02,2012-02-03,2012-01-01
1533,2012-02-03,2012-02-06,2012-01-01
1534,2012-02-06,2012-02-07,2012-01-01
1535,2012-02-07,2012-02-08,2012-01-01
1536,2012-02-08,2012-02-09,2012-01-01
1537,2012-02-09,2012-02-10,2012-01-01
1538,2012-02-10,2012-02-13,2012-01-01
1539,2012-02-13,2012-02-14,2012-01-01
1540,2012-02-14,2012-02-15,2012-01-01
1541,2012-02-15,2012-02-16,2012-01-01
1542,2012-02-16,2012-02-17,2012-01-01
1543,2012-02-17,2012-02-21,2012-01-01
1544,2012-02-21,2012-02-22,2012-01-01
1545,2012-02-22,2012-02-23,2012-01-01
1546,2012-02-23,2012-02-24,2012-01-01
1547,2012-02-24,2012-02-27,2012-01-01
1548,2012-02-27,2012-02-28,2012-01-01
1549,2012-02-28,2012-02-29,2012-01-01
1550,2012-02-29,2012-03-01,2012-01-01
1551,2012-03-01,2012-03-02,2012-01-01
1552,2012-03-02,2012-03-05,2012-01-01
1553,2012-03-05,2012-03-06,2012-01-01
1554,2012-03-06,2012-03-07,2012-01-01
1555,2012-03-07,2012-03-08,2012-01-01
1556,2012-03-08,2012-03-09,2012-01-01
1557,2012-03-09,2012-03-12,2012-01-01
1558,2012-03-12,2012-03-13,2012-01-01
1559,2012-03-13,2012-03-14,2012-01-01
1560,2012-03-14,2012-03-15,2012-01-01
1561,2012-03-15,2012-03-16,2012-01-01
1562,2012-03-16,2012-03-19,2012-01-01
1563,2012-03-19,2012-03-20,2012-01-01
1564,2012-03-20,2012-03-21,2012-01-01
1565,2012-03-21,2012-03-22,2012-01-01
1566,2012-03-22,2012-03-23,2012-01-01
1567,2012-03-23,2012-03-26,2012-01-01
1568,2012-03-26,2012-03-27,2012-01-01
1569,2012-03-27,2012-03-28,2012-01-01
1570,2012-03-28,2012-03-29,2012-01-01
1571,2012-03-29,2012-03-30,2012-01-01
1572,2012-03-30,2012-04-02,2012-01-01
1573,2012-04-02,2012-04-03,2012-04-01
1574,2012-04-03,2012-04-04,2012-04-01
1575,2012-04-04,2012-04-05,2012-04-01
1576,2012-04-05,2012-04-09,2012-04-01
1577,2012-04-09,2012-04-10,2012-04-01
1578,2012-04-10,2012-04-11,2012-04-01
1579,2012-04-11,2012-04-12,2012-04-01
1580,2012-04-12,2012-04-13,2012-04-01
1581,2012-04-13,2012-04-16,2012-04-01
1582,2012-04-16,2012-04-17,2012-04-01
1583,2012-04-17,2012-04-18,2012-04-01
1584,2012-04-18,2012-04-19,2012-04-01
1585,2012-04-19,2012-04-20,2012-04-01
1586,2012-04-20,2012-04-23,2012-04-01
1587,2012-04-23,2012-04-24,2012-04-01
1588,2012-04-24,2012-04-25,2012-04-01
1589,2012-04-25,2012-04-26,2012-04-01
1590,2012-04-26,2012-04-27,2012-04-01
1591,2012-04-27,2012-04-30,2012-04-01
1592,2012-04-30,2012-05-01,2012-04-01
1593,2012-05-01,2012-05-02,2012-04-01
1594,2012-05-02,2012-05-03,2012-04-01
1595,2012-05-03,2012-05-04,2012-04-01
1596,2012-05-04,2012-05-07,2012-04-01
1597,2012-05-07,2012-05-08,2012-04-01
1598,2012-05-08,2012-05-09,2012-04-01
1599,2012-05-09,2012-05-10,2012-04-01
1600,2012-05-10,2012-05-11,2012-04-01
1601,2012-05-11,2012-05-14,2012-04-01
1602,2012-05-14,2012-05-15,2012-04-01
1603,2012-05-15,2012-05-16,2012-04-01
1604,2012-05-16,2012-05-17,2012-04-01
1605,2012-05-17,2012-05-18,2012-04-01
1606,2012-05-18,2012-05-21,2012-04-01
1607,2012-05-21,2012-05-22,2012-04-01
1608,2012-05-22,2012-05-23,2012-04-01
1609,2012-05-23,2012-05-24,2012-04-01
1610,2012-05-24,2012-05-25,2012-04-01
1611,2012-05-25,2012-05-29,2012-04-01
1612,2012-05-29,2012-05-30,2012-04-01
1613,2012-05-30,2012-05-31,2012-04-01
1614,2012-05-31,2012-06-01,2012-04-01
1615,2012-06-01,2012-06-04,2012-04-01
1616,2012-06-04,2012-06-05,2012-04-01
1617,2012-06-05,2012-06-06,2012-04-01
1618,2012-06-06,2012-06-07,2012-04-01
1619,2012-06-07,2012-06-08,2012-04-01
1620,2012-06-08,2012-06-11,2012-04-01
1621,2012-06-11,2012-06-12,2012-04-01
1622,2012-06-12,2012-06-13,2012-04-01
1623,2012-06-13,2012-06-14,2012-04-01
1624,2012-06-14,2012-06-15,2012-04-01
1625,2012-06-15,2012-06-18,2012-04-01
1626,2012-06-18,2012-06-19,2012-04-01
1627,2012-06-19,2012-06-20,2012-04-01
1628,2012-06-20,2012-06-21,2012-04-01
1629,2012-06-21,2012-06-22,2012-04-01
1630,2012-06-22,2012-06-25,2012-04-01
1631,2012-06-25,2012-06-26,2012-04-01
1632,2012-06-26,2012-06-27,2012-04-01
1633,2012-06-27,2012-06-28,2012-04-01
1634,2012-06-28,2012-06-29,2012-04-01
1635,2012-06-29,2012-07-02,2012-04-01
1636,2012-07-02,2012-07-03,2012-07-01
1637,2012-07-03,2012-07-05,2012-07-01
1638,2012-07-05,2012-07-06,2012-07-01
1639,2012-07-06,2012-07-09,2012-07-01
1640,2012-07-09,2012-07-10,2012-07-01
1641,2012-07-10,2012-07-11,2012-07-01
1642,2012-07-11,2012-07-12,2012-07-01
1643,2012-07-12,2012-07-13,2012-07-01
1644,2012-07-13,2012-07-16,2012-07-01
1645,2012-07-16,2012-07-17,2012-07-01
1646,2012-07-17,2012-07-18,2012-07-01
1647,2012-07-18,2012-07-19,2012-07-01
1648,2012-07-19,2012-07-20,2012-07-01
1649,2012-07-20,2012-07-23,2012-07-01
1650,2012-07-23,2012-07-24,2012-07-01
1651,2012-07-24,2012-07-25,2012-07-01
1652,2012-07-25,2012-07-26,2012-07-01
1653,2012-07-26,2012-07-27,2012-07-01
1654,2012-07-27,2012-07-30,2012-07-01
1655,2012-07-30,2012-07-31,2012-07-01
1656,2012-07-31,2012-08-01,2012-07-01
1657,2012-08-01,2012-08-02,2012-07-01
1658,2012-08-02,2012-08-03,2012-07-01
1659,2012-08-03,2012-08-06,2012-07-01
1660,2012-08-06,2012-08-07,2012-07-01
1661,2012-08-07,2012-08-08,2012-07-01
1662,2012-08-08,2012-08-09,2012-07-01
1663,2012-08-09,2012-08-10,2012-07-01
1664,2012-08-10,2012-08-13,2012-07-01
1665,2012-08-13,2012-08-14,2012-07-01
1666,2012-08-14,2012-08-15,2012-07-01
1667,2012-08-15,2012-08-16,2012-07-01
1668,2012-08-16,2012-08-17,2012-07-01
1669,2012-08-17,2012-08-20,2012-07-01
1670,2012-08-20,2012-08-21,2012-07-01
1671,2012-08-21,2012-08-22,2012-07-01
1672,2012-08-22,2012-08-23,2012-07-01
1673,2012-08-23,2012-08-24,2012-07-01
1674,2012-08-24,2012-08-27,2012-07-01
1675,2012-08-27,2012-08-28,2012-07-01
1676,2012-08-28,2012-08-29,2012-07-01
1677,2012-08-29,2012-08-30,2012-07-01
1678,2012-08-30,2012-08-31,2012-07-01
1679,2012-08-31,2012-09-04,2012-07-01
1680,2012-09-04,2012-09-05,2012-07-01
1681,2012-09-05,2012-09-06,2012-07-01
1682,2012-09-06,2012-09-07,2012-07-01
1683,2012-09-07,2012-09-10,2012-07-01
1684,2012-09-10,2012-09-11,2012-07-01
1685,2012-09-11,2012-09-12,2012-07-01
1686,2012-09-12,2012-09-13,2012-07-01
1687,2012-09-13,2012-09-14,2012-07-01
1688,2012-09-14,2012-09-17,2012-07-01
1689,2012-09-17,2012-09-18,2012-07-01
1690,2012-09-18,2012-09-19,2012-07-01
1691,2012-09-19,2012-09-20,2012-07-01
1692,2012-09-20,2012-09-21,2012-07-01
1693,2012-09-21,2012-09-24,2012-07-01
1694,2012-09-24,2012-09-25,2012-07-01
1695,2012-09-25,2012-09-26,2012-07-01
1696,2012-09-26,2012-09-27,2012-07-01
1697,2012-09-27,2012-09-28,2012-07-01
1698,2012-09-28,2012-10-01,2012-07-01
1699,2012-10-01,2012-10-02,2012-10-01
1700,2012-10-02,2012-10-03,2012-10-01
1701,2012-10-03,2012-10-04,2012-10-01
1702,2012-10-04,2012-10-05,2012-10-01
1703,2012-10-05,2012-10-08,2012-10-01
1704,2012-10-08,2012-10-09,2012-10-01
1705,2012-10-09,2012-10-10,2012-10-01
1706,2012-10-10,2012-10-11,2012-10-01
1707,2012-10-11,2012-10-12,2012-10-01
1708,2012-10-12,2012-10-15,2012-10-01
1709,2012-10-15,2012-10-16,2012-10-01
1710,2012-10-16,2012-10-17,2012-10-01
1711,2012-10-17,2012-10-18,2012-10-01
1712,2012-10-18,2012-10-19,2012-10-01
1713,2012-10-19,2012-10-22,2012-10-01
1714,2012-10-22,2012-10-23,2012-10-01
1715,2012-10-23,2012-10-24,2012-10-01
1716,2012-10-24,2012-10-25,2012-10-01
1717,2012-10-25,2012-10-26,2012-10-01
1718,2012-10-26,2012-10-31,2012-10-01
1719,2012-10-31,2012-11-01,2012-10-01
1720,2012-11-01,2012-11-02,2012-10-01
1721,2012-11-02,2012-11-05,2012-10-01
1722,2012-11-05,2012-11-06,2012-10-01
1723,2012-11-06,2012-11-07,2012-10-01
1724,2012-11-07,2012-11-08,2012-10-01
1725,2012-11-08,2012-11-09,2012-10-01
1726,2012-11-09,2012-11-12,2012-10-01
1727,2012-11-12,2012-11-13,2012-10-01
1728,2012-11-13,2012-11-14,2012-10-01
1729,2012-11-14,2012-11-15,2012-10-01
1730,2012-11-15,2012-11-16,2012-10-01
1731,2012-11-16,2012-11-19,2012-10-01
1732,2012-11-19,2012-11-20,2012-10-01
1733,2012-11-20,2012-11-21,2012-10-01
1734,2012-11-21,2012-11-23,2012-10-01
1735,2012-11-23,2012-11-26,2012-10-01
1736,2012-11-26,2012-11-27,2012-10-01
1737,2012-11-27,2012-11-28,2012-10-01
1738,2012-11-28,2012-11-29,2012-10-01
1739,2012-11-29,2012-11-30,2012-10-01
1740,2012-11-30,2012-12-03,2012-10-01
1741,2012-12-03,2012-12-04,2012-10-01
1742,2012-12-04,2012-12-05,2012-10-01
1743,2012-12-05,2012-12-06,2012-10-01
1744,2012-12-06,2012-12-07,2012-10-01
1745,2012-12-07,2012-12-10,2012-10-01
1746,2012-12-10,2012-12-11,2012-10-01
1747,2012-12-11,2012-12-12,2012-10-01
1748,2012-12-12,2012-12-13,2012-10-01
1749,2012-12-13,2012-12-14,2012-10-01
1750,2012-12-14,2012-12-17,2012-10-01
1751,2012-12-17,2012-12-18,2012-10-01
1752,2012-12-18,2012-12-19,2012-10-01
1753,2012-12-19,2012-12-20,2012-10-01
1754,2012-12-20,2012-12-21,2012-10-01
1755,2012-12-21,2012-12-24,2012-10-01
1756,2012-12-24,2012-12-26,2012-10-01
1757,2012-12-26,2012-12-27,2012-10-01
1758,2012-12-27,2012-12-28,2012-10-01
1759,2012-12-28,2012-12-31,2012-10-01
1760,2012-12-31,2013-01-02,2012-10-01
1761,2013-01-02,2013-01-03,2013-01-01
1762,2013-01-03,2013-01-04,2013-01-01
1763,2013-01-04,2013-01-07,2013-01-01
1764,2013-01-07,2013-01-08,2013-01-01
1765,2013-01-08,2013-01-09,2013-01-01
1766,2013-01-09,2013-01-10,2013-01-01
1767,2013-01-10,2013-01-11,2013-01-01
1768,2013-01-11,2013-01-14,2013-01-01
1769,2013-01-14,2013-01-15,2013-01-01
1770,2013-01-15,2013-01-16,2013-01-01
1771,2013-01-16,2013-01-17,2013-01-01
1772,2013-01-17,2013-01-18,2013-01-01
1773,2013-01-18,2013-01-22,2013-01-01
1774,2013-01-22,2013-01-23,2013-01-01
1775,2013-01-23,2013-01-24,2013-01-01
1776,2013-01-24,2013-01-25,2013-01-01
1777,2013-01-25,2013-01-28,2013-01-01
1778,2013-01-28,2013-01-29,2013-01-01
1779,2013-01-29,2013-01-30,2013-01-01
1780,2013-01-30,2013-01-31,2013-01-01
1781,2013-01-31,2013-02-01,2013-01-01
1782,2013-02-01,2013-02-04,2013-01-01
1783,2013-02-04,2013-02-05,2013-01-01
1784,2013-02-05,2013-02-06,2013-01-01
1785,2013-02-06,2013-02-07,2013-01-01
1786,2013-02-07,2013-02-08,2013-01-01
1787,2013-02-08,2013-02-11,2013-01-01
